chromosome	start	end	num.mark	total_copy_number	total_copy_number_logr	logr	logr.sd
1	15865	59680504	25429	3	2.54774590564712	0.0836434425321755	0.192417013978323
1	59680599	121485140	10332	1	1.26281414965939	-0.0586442556750341	0.251284947282869
1	142539178	249219611	26068	2	1.67652238194983	-0.009990176125412	0.229336110980681
2	18435	92318652	19633	2	1.7703335304254	0.000639512078452375	0.230044216649036
2	95398021	137813993	8798	2	1.95848329433292	0.0215388295154723	0.214791579276789
2	137814066	216995507	11628	1	0.913543252812394	-0.102178360189901	0.270343584168864
2	217007904	243035414	9047	2	2.12070847788265	0.0391268826144616	0.20832078414899
3	64070	90383506	17072	2	1.98825408766925	0.0247958491019594	0.229952126688762
3	93560256	197896800	19992	1	1.40807707006021	-0.0412187535437657	0.24999337450885
4	27812	49592492	10080	2	1.94170044391153	0.0196968223649251	0.220244639298191
4	52697492	190982887	17236	1	0.894859120352235	-0.104575891433972	0.26902799659169
5	47603	45888975	8160	1	1.46383675711831	-0.0346302531164621	0.241390114087661
5	49599264	131311470	11201	1	1.01622107612931	-0.0891305856054126	0.256517264711377
5	131312398	180876320	14086	2	2.0746922224451	0.0341773950224327	0.217225014160393
6	148112	58779187	22142	2	1.77972005542959	0.00169529890816829	0.22128662407495
6	62055284	171033363	17858	1	1.13623140509106	-0.0741473437826691	0.252184819225205
7	31006	6865965	5012	2	2.40167805027685	0.06869593198952	0.188976665348743
7	6866072	57928998	9797	1	1.31943301956123	-0.0518067662984447	0.252568062405943
7	61818740	159127977	21001	2	1.63971277102057	-0.0142002638475294	0.233463230382764
8	29111	43828789	10630	2	1.78815432594295	0.00264278034377398	0.222912508916964
8	46856411	130984186	13196	1	1.02987240831135	-0.0874118914942611	0.260291695351196
8	130985577	146279898	5427	2	2.29394082671342	0.0574876072123742	0.187591504245314
9	11410	47185609	4490	2	1.57023038903557	-0.0222086875940559	0.233625339143613
9	65508204	141111396	15390	2	2.11823130216177	0.0388612235199709	0.209663898244115
10	91802	39024195	9005	1	1.29864708163969	-0.054310108142484	0.241648937668671
10	42398529	135523745	23134	2	1.96044034836665	0.0217533484860497	0.223048955178635
11	123899	51580877	13808	2	2.10594926214406	0.0375427486602346	0.213175239442328
11	55029786	134945834	23454	2	2.09259836033171	0.0361070421917523	0.209424199911353
12	148077	34846306	8557	2	1.55169839203843	-0.0243583793190206	0.242614663196646
12	37935538	133779169	25578	2	1.84522176395531	0.00902401640969374	0.219384936186504
13	19060404	115099705	16318	1	1.14496254096931	-0.0730682265079038	0.241182509578279
14	19109264	107288070	22944	2	1.79487216762548	0.00339663455253767	0.219694482007128
15	20087619	102520452	22247	2	1.87992915799942	0.0128800217276471	0.217014617747053
16	61523	35136261	13613	2	2.3388785266632	0.0621819132011379	0.177935333675961
16	46461571	90282401	15621	2	2.04717092485528	0.0312023950581232	0.195611820047603
17	3075	22240394	10048	2	2.32359342148554	0.0605883070488648	0.184651730861412
17	25289407	81060149	24199	2	2.17900376286539	0.0453530902968786	0.189291029670961
18	10870	15331495	2882	1	1.31687884114656	-0.052113951954477	0.222907758958443
18	18511418	78012216	8844	1	1.30062930736808	-0.0540710390300327	0.238455778705196
19	70893	24390680	13643	2	2.37840098453509	0.0662876998995105	0.167015053342659
19	27732527	59097644	15374	2	2.27763482727611	0.0557773508184087	0.1840364108682
20	67000	26319303	5703	2	1.78964240911146	0.00280982993074904	0.215924440755932
20	29521264	62959262	12459	2	2.27853435733886	0.0558717942492045	0.191915221714547
21	10862171	11186257	61	0	0.458991242764501	-0.162666064625985	0.167993670218643
21	14409311	48100985	8010	2	1.53825340067779	-0.025921637293945	0.216384322476397
22	16123266	51225561	14274	2	2.41694802914196	0.0702717945419567	0.182296048217428
X	2702298	58562599	6601	2	1.50034167268247	-0.0303463175626877	0.250729370307503
X	62270220	154924426	8563	2	1.55903894688993	-0.0235061861633508	0.251242194482676
Y	2652340	10037794	194	-5	-5.18143464986567	-3.39185494615384	0.36127276491719
Y	13249274	59019879	273	-5	-5.18878705139935	-3.45371542494468	0.32513012668725
